city;year;people;air_general_level;net_salary;Avg_Age;ILM;birth;crimes;criminals;death;pens;preschool_child;length_of_roads;energy_consumption;Migration_Net;Housing_Stock;wage;workers;poverty level;housing price
Челябинск;2017;1198858.0;3;32876;39.4;9945;12.0;27930;8331;11.1;327.9;77.1;464.7;230.0;2478.0;25.4;38228.1;330.7;;38807.07
Черемхово;2017;51500.0;4;0;37.42;0;0.0;0;0;0.0;0.0;0.0;518.0;179.4;;25.5;0.0;0.0;;41514.89
Череповец;2017;0.0;2;39252;39.89;0;11.8;4817;2396;12.8;111.0;23372.0;150.5;178.3;-587.0;26.5;45641.9;85.5;;30899.74
Черкесск;2017;121700.0;-9;23186;37.64;9535;11.2;1804;685;9.5;35.3;6.6;262.2;168.7;-287.0;23.5;26960.8;33.5;;39531.56
Черногорск;2017;74300.0;4;0;37.69;0;0.0;0;0;0.0;0.0;0.0;247.7;160.9;;24.5;0.0;0.0;;42730.05
Чита;2017;344000.0;4;36296;35.9;11103;13.3;10231;3882;9.8;82.228;18.9;435.1;208.8;688.0;22.1;42204.2;92.6;;46833.41
Шахты;2017;236000.0;2;22760;40.76;0;9.0;3209;1448;13.7;81.7;8.6;544.1;160.2;-579.0;24.9;26465.2;31.7;;71741.62
Шелехов;2017;47200.0;4;0;37.42;0;0.0;0;0;0.0;0.0;0.0;390.1;185.9;;25.5;0.0;0.0;;71741.62
Щелково;2017;120000.0;1;49164;40.06;0;13.8;0;0;13.2;0.0;7.4;386.3;193.8;-278.0;30.3;57167.7;25.9;;67799.28
Электросталь;2017;156500.0;1;38515;40.06;0;9.6;1220;653;13.1;46.9;7.1;458.6;210.0;259.0;30.3;44784.9;30.4;;66713.12
Южно-Сахалинск;2017;199000.0;3;75807;38.59;14637;14.1;5197;1262;9.0;45.7;12.1;217.4;271.8;3057.0;25.6;88147.7;78.9;;54183.07
Якутск;2017;314000.0;2;55729;34.11;17388;15.6;5525;2655;6.3;72.9;17780.0;289.3;292.6;942.0;21.5;64801.3;81.0;;46452.81
Ялта;2017;79000.0;1;24564;40.91;0;9.2;1724;766;14.1;41.1;4.4;469.1;207.8;;15.9;28562.5;28.8;;
Ярославль;2017;608079.0;1;32279;41.47;10004;11.2;7994;2547;13.5;185.6;36.0;468.0;226.1;2043.0;25.2;37533.7;167.4;;46452.81
Ясная Поляна;2017;800.0;1;0;42.96;0;0.0;0;0;0.0;0.0;0.0;250.4;213.0;;31.9;0.0;0.0;;
Абакан;2018;181709.0;4;38960;37.86;10053;12.2;0;0;10.5;47.0;12.8;417.4;184.4;1713.0;24.9;45301.9;46.5;18.5;38272.57
Азов;2018;81378.0;2;0;40.93;0;0.0;0;0;0.0;0.0;0.0;170.2;211.4;;25.6;0.0;0.0;13.2;45175.29
Аксарайский;2018;3200.0;1;0;38.71;0;0.0;0;0;0.0;0.0;0.0;566.3;182.5;;21.2;0.0;0.0;14.8;43293.58
Александровск-Сахалинский;2018;0.0;2;0;38.67;0;0.0;0;0;0.0;0.0;0.0;251.2;184.2;;26.1;0.0;0.0;8.3;78579.31
Анадырь;2018;15604.0;-9;97708;35.06;21987;11.3;0;0;6.6;3.6;1.1;269.6;401.5;171.0;26.7;113613.9;9.9;8.5;
Ангарск;2018;226374.0;4;40634;37.56;0;10.8;0;0;13.2;77.2;16156.0;281.0;193.4;248.0;26.0;47248.3;53.9;17.6;65095.98
Апатиты;2018;56356.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;245.1;190.0;;27.1;0.0;0.0;9.4;
Арзамас;2018;104366.0;1;27804;41.29;0;10.3;0;0;11.8;0.0;6.1;448.7;178.7;-54.0;25.6;32330.3;31.3;9.5;55848.36
Армянск;2018;22050.0;2;0;41.05;0;0.0;0;0;0.0;0.0;0.0;571.4;213.4;;16.6;;;17.3;65601.5
Артем;2018;107072.0;1;39231;39.65;0;11.3;0;0;12.9;37.2;6.2;264.1;176.8;-64.0;23.1;45617.4;18.9;13.9;82260.34
Архангельск;2018;350982.0;2;43361;40.39;12489;9.1;0;0;11.0;114.8;19.8;154.2;208.5;-701.0;26.6;50419.6;87.5;12.7;
Астрахань;2018;533925.0;3;33641;38.71;9827;11.9;0;0;11.4;137.1;27.5;435.3;182.0;51.0;26.5;39118.0;121.5;14.8;43293.58
Ачинск;2018;105259.0;3;32838;38.33;0;10.8;0;0;14.1;43.8;6.4;184.5;162.3;174.0;24.4;38184.1;27.9;17.1;54843.78
Байкальск;2018;12700.0;3;0;37.56;0;0.0;0;0;0.0;0.0;0.0;295.2;178.3;;22.2;0.0;0.0;17.6;65095.98
Балаково;2018;189839.0;2;24258;41.33;0;8.5;0;0;13.1;61.7;9.8;363.3;180.3;-459.0;27.9;28207.5;34.7;15.6;38378.86
Барнаул;2018;632372.0;4;29800;40.27;9667;10.8;0;0;11.4;200.5;34.9;507.3;222.6;658.0;23.6;34651.1;157.8;16.8;44696.35
Батайск;2018;0.0;3;28389;;0;13.6;0;0;11.8;32.9;7.4;159.2;202.6;653.0;;33010.7;20.1;13.2;45175.29
Безенчук;2018;21800.0;1;0;40.9;0;0.0;0;0;0.0;0.0;0.0;180.1;211.8;;26.1;0.0;0.0;12.7;43714.05
Белгород;2018;391135.0;1;31781;41.31;8806;9.3;0;0;10.6;117.1;19.7;364.7;180.0;1384.0;28.9;0.0;0.0;7.5;44374.69
Белоярский;2018;0.0;1;0;34.93;0;0.0;0;0;0.0;0.0;0.0;413.7;202.8;;20.9;0.0;0.0;9.0;
Бердск;2018;0.0;2;31496;39.43;0;10.8;0;0;12.7;32.7;6.4;428.4;204.7;852.0;25.3;31383.7;15.1;14.1;54561.62
Березники;2018;147691.0;1;39017;38.97;0;10.4;0;0;15.6;48.7;10.0;565.0;183.9;-1060.0;24.4;45369.1;46.4;14.9;49843.38
Березово;2018;7000.0;1;0;34.93;0;0.0;0;0;0.0;0.0;0.0;322.1;199.4;;20.9;0.0;0.0;9.0;
Бийск;2018;201115.0;3;23664;40.27;0;9.3;0;0;14.9;79.8;9.3;325.9;170.4;-103.0;23.6;27516.0;42.0;16.8;44696.35
Биробиджан;2018;73661.0;3;36419;37.91;13266;12.3;0;0;13.2;22.3;5.2;272.5;238.2;-426.0;23.8;42347.3;19.8;23.2;
Бирюсинск;2018;8200.0;1;0;37.56;0;0.0;0;0;0.0;0.0;0.0;413.0;194.7;;26.0;0.0;0.0;17.6;65095.98
Благовещенск;2018;225691.0;3;39870;38.06;11917;11.8;0;0;10.4;58.8;13.7;214.4;250.2;350.0;26.3;46360.5;64.4;15.6;68691.05
Благовещенск;2018;225691.0;3;39870;38.06;11917;11.8;0;0;10.4;58.8;13.7;214.4;250.2;350.0;23.7;0.0;0.0;15.6;68691.05
Благовещенск;2018;225691.0;3;39870;38.75;0;11.8;0;0;10.4;58.8;13.7;214.4;210.0;350.0;26.3;0.0;0.0;15.6;68691.05
Благовещенск;2018;225691.0;3;39870;38.75;0;11.8;0;0;10.4;58.8;13.7;214.4;210.0;350.0;23.7;0.0;0.0;15.6;68691.05
Благовещенск;2018;225691.0;1;39870;38.06;0;11.8;0;0;10.4;58.8;13.7;214.4;210.0;350.0;26.3;0.0;0.0;15.6;68691.05
Благовещенск;2018;225691.0;1;39870;38.06;0;11.8;0;0;10.4;58.8;13.7;214.4;210.0;350.0;23.7;0.0;0.0;15.6;68691.05
Братск;2018;229011.0;4;41921;37.56;0;10.4;0;0;13.6;101.7;15476.0;157.9;168.3;-1091.0;26.0;48745.6;51.7;17.6;65095.98
Брянск;2018;405501.0;1;29014;41.48;10228;10.4;0;0;14.0;138.2;25.7;184.4;173.2;456.0;28.9;33736.8;119.4;13.6;35426.81
Бузан;2018;1500.0;-9;0;38.71;0;0.0;0;0;0.0;0.0;0.0;228.9;169.6;;21.2;0.0;0.0;14.8;43293.58
Великие Луки;2018;0.0;-9;0;42.09;0;0.0;0;0;0.0;0.0;0.0;238.3;209.2;-265.0;28.7;0.0;0.0;16.7;39201.96
Великий Новгород;2018;222867.0;1;34036;41.81;11004;11.2;0;0;13.3;72.1;16.1;375.9;180.7;1911.0;28.2;39576.9;68.8;13.6;42495.52
Вихоревка;2018;21100.0;-9;0;37.56;0;0.0;0;0;0.0;0.0;0.0;157.8;193.7;;26.0;0.0;0.0;17.6;65095.98
Владивосток;2018;604901.0;2;49643;39.65;12859;9.8;0;0;11.1;159.3;27.2;494.6;284.8;900.0;23.1;57724.8;169.7;13.9;82260.34
Владикавказ;2018;306910.0;3;26182;38.13;9324;12.9;0;0;9.9;92.8;34.8;418.3;153.9;-2261.0;32.8;30444.0;67.6;14.0;32812.96
Владимир;2018;355581.0;1;31400;42.04;10111;9.8;0;0;12.8;108.4;21.1;419.2;215.4;1959.0;27.1;36511.5;104.0;13.1;
Волгоград;2018;1013533.0;1;31630;41.08;9667;9.6;0;0;12.4;301.8;48.7;467.8;233.1;2813.0;24.5;36779.1;239.7;13.6;42994.59
Волгодонск;2018;170651.0;1;32831;40.93;0;9.1;0;0;10.7;52.1;9.7;375.3;189.7;504.0;25.6;38175.8;36.9;13.2;45175.29
Волгореченск;2018;0.0;1;0;41.08;0;0.0;0;0;0.0;0.0;0.0;267.6;196.2;;27.8;0.0;0.0;12.1;36769.93
Волжский;2018;325352.0;1;29563;41.08;0;8.6;0;0;11.6;93.6;15.5;322.6;173.3;-631.0;24.5;34375.6;60.0;13.6;42994.59
Вологда;2018;313012.0;1;34528;40.04;11374;12.8;0;0;11.5;92.8;23534.0;462.3;229.4;-1009.0;27.0;40149.2;85.0;13.5;42223.99
Волосово;2018;12200.0;-9;0;41.75;0;0.0;0;0;0.0;0.0;0.0;497.2;203.1;;26.4;0.0;0.0;8.7;76421.27
Волхов;2018;44200.0;-9;0;41.75;0;0.0;0;0;0.0;0.0;0.0;210.5;213.7;;26.4;0.0;0.0;8.7;76421.27
Воркута;2018;0.0;1;0;38.47;0;0.0;0;0;0.0;0.0;0.0;155.7;186.4;;29.3;0.0;0.0;14.0;
Воронеж;2018;1047549.0;3;33518;42.04;8940;10.7;0;0;12.3;313.4;53874.0;451.8;162.3;8235.0;28.5;38974.5;263.8;8.9;47366.74
Воскресенск;2018;0.0;1;0;40.07;0;0.0;0;0;0.0;0.0;0.0;316.5;196.4;;33.0;0.0;0.0;7.9;83204.35
Выборг;2018;0.0;1;0;41.75;0;0.0;0;0;0.0;0.0;0.0;595.0;184.1;;26.4;0.0;0.0;8.7;76421.27
Губаха;2018;21800.0;1;0;38.97;0;0.0;0;0;0.0;0.0;0.0;546.6;186.3;;24.4;0.0;0.0;14.9;49843.38
Губкин;2018;0.0;1;0;41.31;0;0.0;0;0;0.0;0.0;0.0;346.7;165.9;;28.9;0.0;0.0;7.5;44374.69
Гусиноозерск;2018;22800.0;3;0;35.67;0;0.0;0;0;0.0;0.0;0.0;508.7;159.3;;21.6;0.0;0.0;19.1;56374.96
Дальнегорск;2018;34800.0;1;0;39.65;0;0.0;0;0;0.0;0.0;0.0;362.9;204.0;;23.1;0.0;0.0;13.9;82260.34
Дзержинск;2018;0.0;1;31812;41.29;0;9.0;0;0;14.8;84.2;13.5;417.7;194.2;139.0;25.6;36991.1;45.8;9.5;55848.36
Дзержинск (Восточная Промзона);2018;0.0;1;31812;41.29;0;0.0;0;0;0.0;0.0;0.0;415.0;186.1;;25.6;0.0;0.0;9.5;55848.36
Дзержинский;2018;0.0;1;0;40.07;0;0.0;0;0;0.0;0.0;0.0;192.1;162.5;;33.0;0.0;0.0;7.9;83204.35
Димитровград;2018;0.0;1;27489;41.83;0;10.2;0;0;14.9;51.9;7.3;463.2;203.5;-490.0;26.9;31964.2;28.9;15.3;44275.17
Досанг;2018;800.0;-9;0;38.71;0;0.0;0;0;0.0;0.0;0.0;425.9;207.3;;21.2;0.0;0.0;14.8;43293.58
Екатеринбург;2018;1468833.0;2;42782;39.62;10979;12.8;0;0;10.8;401.5;86.6;520.0;258.2;11370.0;25.0;49746.0;475.8;9.5;67170.22
Елизово;2018;38500.0;1;0;38.04;0;0.0;0;0;0.0;0.0;0.0;281.7;159.5;;26.7;0.0;0.0;15.1;
Жигулевск;2018;53000.0;1;0;40.9;0;0.0;0;0;0.0;0.0;0.0;479.4;204.7;;26.1;0.0;0.0;12.7;43714.05
Заполярный;2018;14700.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;526.9;187.6;;27.1;0.0;0.0;9.4;
Зея;2018;23800.0;1;0;38.06;0;0.0;0;0;0.0;0.0;0.0;497.9;185.9;;26.3;0.0;0.0;15.6;68691.05
Зима;2018;31100.0;4;0;37.56;0;0.0;0;0;0.0;0.0;0.0;544.2;176.5;;26.0;0.0;0.0;17.6;65095.98
Златоуст;2018;0.0;3;25165;39.58;0;8.5;0;0;12.8;63.3;10.0;558.7;199.7;-806.0;26.0;29261.5;28.3;12.8;36528.92
Иваново;2018;408330.0;2;27918;41.9;10496;9.5;0;0;14.1;123.3;23.1;219.0;184.7;813.0;26.9;32462.7;81.7;14.2;
Ижевск;2018;648213.0;1;33120;38.89;9281;11.2;0;0;10.7;189.6;46.4;452.4;175.7;436.0;22.2;38512.2;181.6;12.0;53093.06
Иркутск;2018;623869.0;4;44490;37.56;10796;13.9;0;0;10.8;174.1;42533.0;439.4;235.4;-2313.0;26.0;51732.5;186.2;17.6;65095.98
Искитим;2018;57100.0;4;0;39.43;0;0.0;0;0;0.0;0.0;0.0;357.7;188.4;;25.3;0.0;0.0;14.1;54561.62
Казань;2018;1243500.0;2;38589;39.26;9066;14.1;0;0;10.2;348.0;74.6;480.7;177.6;3640.0;24.6;44871.5;340.2;7.1;59074.47
Калининград;2018;475056.0;1;36507;39.94;11378;11.0;0;0;12.2;137.5;27.6;214.7;216.8;7955.0;28.5;42450.0;117.4;13.6;49364.37
Калуга;2018;347031.0;2;38062;41.56;10770;11.6;0;0;14.6;116.7;19.5;296.4;189.6;-3101.0;25.4;44257.9;116.0;10.8;46466.11
Каменск-Уральский;2018;0.0;2;32148;39.62;0;10.1;0;0;14.4;0.0;10.5;583.1;171.4;-912.0;25.0;37381.9;52.2;9.5;67170.22
Кандалакша;2018;32400.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;553.1;209.6;;27.1;0.0;0.0;9.4;
Канск;2018;0.0;2;0;38.33;0;0.0;0;0;0.0;0.0;0.0;462.0;167.5;;24.4;0.0;0.0;17.1;54843.78
Кемерово;2018;558973.0;3;38686;39.49;9643;10.1;0;0;12.5;156.8;31.3;503.9;223.1;998.0;24.6;44983.3;133.1;13.9;51746.15
Керчь;2018;150000.0;1;27345;41.05;0;7.7;0;0;14.5;45.3;4.7;322.7;210.6;1483.0;16.6;31796.7;23.4;17.3;65601.5
Кингисепп;2018;46400.0;1;0;41.75;0;0.0;0;0;0.0;0.0;0.0;395.5;162.6;;26.4;0.0;0.0;8.7;76421.27
Кириши;2018;52800.0;1;0;41.75;0;0.0;0;0;0.0;0.0;0.0;322.3;194.2;;26.4;0.0;0.0;8.7;76421.27
Киров;2018;507155.0;1;30499;41.5;10286;11.1;0;0;11.7;157.2;30.6;447.8;187.6;6071.0;26.4;35464.4;136.6;14.5;41603.05
Кирово-Чепецк;2018;76100.0;1;0;41.5;0;0.0;0;0;0.0;0.0;0.0;588.4;197.7;;26.4;0.0;0.0;14.5;41603.05
Кировск;2018;25800.0;-9;0;38.62;0;0.0;0;0;0.0;0.0;0.0;219.0;176.9;;27.1;0.0;0.0;9.4;
Кисловодск;2018;0.0;1;27194;39.21;0;10.9;0;0;9.9;33.0;3.9;310.2;206.7;-627.0;25.5;31620.5;17.0;14.3;35462.33
Клин;2018;79500.0;1;0;40.07;0;0.0;0;0;0.0;0.0;0.0;438.2;194.0;;33.0;0.0;0.0;7.9;83204.35
Кола;2018;9600.0;-9;0;38.62;0;0.0;0;0;0.0;0.0;0.0;476.9;169.0;;27.1;0.0;0.0;9.4;
Коломна;2018;0.0;1;41760;40.07;0;11.1;0;0;16.0;60.6;7.2;390.3;162.7;-884.0;33.0;0.0;0.0;7.9;83204.35
Комсомольск-На-Амуре;2018;0.0;2;42680;38.42;0;0.0;0;0;0.0;0.0;0.0;289.5;180.5;-675.0;23.8;49628.0;59.7;12.2;78197
Комсомольский;2018;2480.0;-9;0;38.71;0;0.0;0;0;0.0;0.0;0.0;358.9;178.7;;21.2;0.0;0.0;14.8;43293.58
Кондопога;2018;30100.0;-9;0;40.67;0;0.0;0;0;0.0;0.0;0.0;454.4;205.8;;29.9;0.0;0.0;14.2;51245.06
Корсаков;2018;32900.0;2;0;38.67;0;0.0;0;0;0.0;0.0;0.0;524.0;197.5;;26.1;0.0;0.0;8.3;78579.31
Коряжма;2018;36200.0;1;0;40.39;0;0.0;0;0;0.0;0.0;0.0;396.0;195.1;;26.6;0.0;0.0;12.7;
Кострома;2018;0.0;1;29338;41.08;10344;11.4;0;0;12.9;82.6;18.0;457.9;217.4;-819.0;27.8;0.0;0.0;12.1;36769.93
Краснодар;2018;899541.0;2;39558;40.09;10800;15.1;0;0;10.8;275.1;65.9;443.3;210.8;14259.0;27.3;45998.0;296.8;10.5;45803.05
Краснокаменск;2018;52100.0;1;0;36.09;0;0.0;0;0;0.0;0.0;0.0;528.1;177.8;;22.5;0.0;0.0;20.8;
Красноперекопск;2018;25800.0;2;0;41.05;0;0.0;0;0;0.0;0.0;0.0;309.1;211.1;;16.6;0.0;0.0;17.3;65601.5
Краснотурьинск;2018;58900.0;1;0;39.62;0;0.0;0;0;0.0;0.0;0.0;312.9;210.4;;25.0;0.0;0.0;9.5;67170.22
Красноярск;2018;1090811.0;4;43483;38.33;11981;12.2;0;0;10.4;288.1;54.4;502.6;215.9;2504.0;24.4;50562.0;278.3;17.1;54843.78
Кстово;2018;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;427.5;205.5;;;0.0;0.0;9.5;55848.36
Кувандык;2018;24000.0;1;0;39.29;0;0.0;0;0;0.0;0.0;0.0;395.3;185.1;;27.5;0.0;0.0;13.8;39343.3
Култук;2018;3800.0;-9;0;37.56;0;0.0;0;0;0.0;0.0;0.0;550.2;183.2;;22.2;0.0;0.0;17.6;65095.98
Курган;2018;0.0;2;28965;41.07;9971;11.0;0;0;13.9;110.3;19.9;516.0;192.6;-1811.0;25.6;33679.7;93.7;19.1;39867.97
Курск;2018;452976.0;3;28164;41.77;9335;10.0;0;0;12.4;159.7;21.6;162.8;149.6;1892.0;28.0;32749.0;116.0;9.9;
Кызыл;2018;0.0;4;38530;29.62;10011;16.2;0;0;7.4;26.6;8.5;347.3;177.6;-112.0;15.2;44802.1;31.1;34.4;
Лесосибирск;2018;59500.0;4;0;38.33;0;0.0;0;0;0.0;0.0;0.0;370.2;179.9;;24.4;0.0;0.0;17.1;54843.78
Липецк;2018;509735.0;1;34243;41.75;9083;10.2;0;0;12.3;169.2;28.8;486.4;197.1;740.0;28.7;39817.2;135.0;8.8;38545.11
Листвянка;2018;2100.0;1;0;37.56;0;0.0;0;0;0.0;0.0;0.0;425.4;158.9;;26.0;0.0;0.0;17.6;65095.98
Луга;2018;35600.0;1;0;41.75;0;0.0;0;0;0.0;0.0;0.0;357.8;191.2;;26.4;0.0;0.0;8.7;76421.27
Магадан;2018;0.0;1;76250;38.49;18806;10.8;0;0;10.5;28.5;6.1;385.3;347.5;-1028.0;28.9;88663.1;31.4;9.5;
Магнитогорск;2018;418241.0;3;37615;39.58;0;11.2;0;0;13.2;135.9;30.3;326.1;165.1;-2410.0;26.0;43738.4;117.9;12.8;36528.92
Махачкала;2018;596356.0;3;27951;32.61;9399;11.1;0;0;3.2;123.6;20.5;473.8;163.8;258.0;17.8;32500.7;104.7;14.6;27956.62
Мегет;2018;8800.0;-9;0;37.56;0;0.0;0;0;0.0;0.0;0.0;155.4;198.8;;22.2;0.0;0.0;17.6;65095.98
Медногорск;2018;24900.0;1;0;39.29;0;0.0;0;0;0.0;0.0;0.0;416.4;187.6;;27.5;0.0;0.0;13.8;39343.3
Миллерово;2018;0.0;2;0;;0;0.0;0;0;0.0;0.0;0.0;321.6;212.2;;;0.0;0.0;13.2;45175.29
Минеральные Воды;2018;75000.0;-9;0;39.21;0;0.0;0;0;0.0;0.0;0.0;269.3;190.4;;25.5;0.0;0.0;14.3;35462.33
Минусинск;2018;70500.0;4;0;38.33;0;0.0;0;0;0.0;0.0;0.0;432.4;165.3;;24.4;0.0;0.0;17.1;54843.78
Мирный;2018;34800.0;1;0;40.39;0;0.0;0;0;0.0;0.0;0.0;186.2;164.2;;26.6;0.0;0.0;12.7;
Мончегорск;2018;41800.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;193.1;192.4;;27.1;0.0;0.0;9.4;
Москва;2018;12506468.0;2;85664;42.08;17990;0.0;0;0;0.0;0.0;0.0;521.9;390.1;98763.0;19.0;0.0;0.0;6.7;160169.76
Мурманск;2018;305236.0;1;58884;38.62;14771;9.9;0;0;11.7;103.1;17.8;514.5;305.8;-2380.0;27.1;68469.4;89.8;9.4;
Мытищи;2018;0.0;1;51900;40.07;0;12.6;0;0;11.0;60.8;14.1;206.9;181.4;10799.0;33.0;60349.1;69.1;7.9;83204.35
Набережные Челны;2018;532472.0;1;32039;39.26;0;12.3;0;0;8.6;151.4;33.8;464.3;205.5;-576.0;24.6;37255.2;130.1;7.1;59074.47
Надвоицы;2018;7400.0;1;0;40.67;0;0.0;0;0;0.0;0.0;0.0;459.3;187.1;;29.9;0.0;0.0;14.2;51245.06
Назарово;2018;49500.0;3;0;38.33;0;0.0;0;0;0.0;0.0;0.0;406.3;159.0;;24.4;0.0;0.0;17.1;54843.78
Нариманов;2018;11100.0;1;0;38.71;0;0.0;0;0;0.0;0.0;0.0;485.2;158.7;;26.5;0.0;0.0;14.8;43293.58
Находка;2018;0.0;-9;43705;39.65;0;10.6;0;0;14.4;45.8;8.4;323.4;175.3;-1279.0;23.1;50820.0;33.7;13.9;82260.34
Невинномысск;2018;0.0;2;31738;39.21;0;10.4;0;0;13.1;36.9;6.9;427.5;182.3;-254.0;25.5;36905.1;23.8;14.3;35462.33
Нерюнгри;2018;57200.0;1;0;34.36;0;0.0;0;0;0.0;0.0;0.0;333.1;160.9;;21.9;0.0;0.0;18.6;83190.67
Нефтеюганск;2018;127500.0;1;64726;34.93;0;11.8;0;0;6.0;42.0;7.2;355.6;171.3;-21.0;20.9;75263.3;40.8;9.0;
Нижневартовск;2018;277668.0;1;59192;34.93;0;13.5;0;0;6.5;84.5;19.0;438.1;167.6;-859.0;20.9;68828.2;79.5;9.0;
Нижнекамск;2018;0.0;2;37177;39.26;0;12.1;0;0;8.1;80.4;16.9;397.3;172.5;-13.0;24.6;43228.6;74.8;7.1;59074.47
Нижний Новгород;2018;1259013.0;1;39350;41.29;9841;10.8;0;0;13.9;400.1;74.8;468.5;187.3;-1678.0;25.6;45755.3;413.4;9.5;55848.36
Нижний Тагил;2018;351414.0;1;31843;39.62;0;10.1;0;0;14.8;0.0;21.6;562.3;207.7;-178.0;25.0;37026.2;111.7;9.5;67170.22
Никель;2018;11100.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;447.3;204.4;;27.1;0.0;0.0;9.4;
Николаевск-На-Амуре;2018;19900.0;1;0;38.42;0;0.0;0;0;0.0;0.0;0.0;402.9;166.5;;23.8;0.0;0.0;12.2;78197
Новоалександровск;2018;12400.0;2;0;39.21;0;0.0;0;0;0.0;0.0;0.0;446.6;158.6;;25.5;0.0;0.0;14.3;35462.33
Новодвинск;2018;38600.0;1;0;40.39;0;0.0;0;0;0.0;0.0;0.0;384.2;211.1;;26.6;0.0;0.0;12.7;
Новокузнецк;2018;553638.0;4;35642;39.49;0;9.4;0;0;13.7;170.5;32.2;492.7;185.1;809.0;24.6;41444.7;127.5;13.9;51746.15
Новокуйбышевск;2018;105500.0;1;34845;40.9;0;8.9;0;0;15.4;35.8;6.0;218.7;183.2;-473.0;26.1;40517.7;30.9;12.7;43714.05
Новомосковск;2018;127800.0;1;32313;43.11;0;8.8;0;0;16.2;63.8;6.4;323.4;170.5;-695.0;26.6;37573.1;30.6;10.3;42252.1
Новороссийск;2018;0.0;1;39608;40.09;0;10.1;0;0;9.4;80.7;15.5;534.5;213.0;1853.0;27.3;46055.6;71.4;10.5;45803.05
Новосибирск;2018;1612833.0;3;39962;39.43;11404;12.0;0;0;11.8;448.7;89.4;542.6;263.9;4862.0;25.3;46467.8;404.6;14.1;54561.62
Новотроицк;2018;93400.0;2;0;39.29;0;0.0;0;0;0.0;0.0;0.0;485.4;175.8;;27.5;0.0;0.0;13.8;39343.3
Новоульяновск;2018;13500.0;2;0;41.83;0;0.0;0;0;0.0;0.0;0.0;473.1;213.0;;26.9;0.0;0.0;15.3;44275.17
Новочебоксарск;2018;0.0;1;24895;39.43;0;10.3;0;0;10.1;38.4;10.0;181.0;202.1;146.0;24.6;28947.6;20.5;17.8;43657.04
Новочеркасск;2018;0.0;3;28497;40.93;0;9.8;0;0;14.3;51.3;7.7;316.9;195.6;78.0;25.6;33136.2;37.5;13.2;45175.29
Новошахтинск;2018;0.0;2;19860;;0;7.9;0;0;13.9;31.4;3.8;344.2;200.1;-154.0;;23093.4;11.7;13.2;45175.29
Норильск;2018;0.0;4;80091;38.33;0;13.1;0;0;5.7;42.7;13.0;315.2;201.2;78.0;24.4;93129.0;79.4;17.1;54843.78
Оленегорск;2018;21800.0;1;0;38.62;0;0.0;0;0;0.0;0.0;0.0;486.2;189.3;;27.1;0.0;0.0;9.4;
Омск;2018;1172070.0;1;34139;39.28;9452;10.6;0;0;11.8;344.6;65.6;455.8;174.8;-5846.0;24.9;39696.1;286.8;13.5;42630.28
Орел;2018;0.0;1;27778;41.99;9900;0.0;0;0;0.0;0.0;0.0;281.5;199.4;-1844.0;28.8;32300.2;86.4;13.5;
Оренбург;2018;564773.0;2;35359;39.29;9020;11.3;0;0;10.9;163.6;36.3;416.9;186.6;346.0;27.5;41114.7;159.8;13.8;39343.3
Орск;2018;0.0;2;25596;39.29;0;9.9;0;0;14.5;74.5;15.1;476.3;200.2;-248.0;27.5;29763.0;45.4;13.8;39343.3
Отрадный;2018;46800.0;1;0;40.9;0;0.0;0;0;0.0;0.0;0.0;388.2;181.1;;26.1;0.0;0.0;12.7;43714.05
Оха;2018;21000.0;-9;0;38.67;0;0.0;0;0;0.0;0.0;0.0;225.9;178.4;;26.1;0.0;0.0;8.3;78579.31
Певек;2018;4200.0;-9;0;35.06;0;0.0;0;0;0.0;0.0;0.0;313.0;188.0;;26.7;0.0;0.0;8.5;
Пенза;2018;523553.0;1;29544;42.36;9414;9.2;0;0;12.8;162.3;29.2;483.1;181.2;671.0;28.9;34353.2;129.8;13.5;45302.46
Первоуральск;2018;0.0;1;31343;39.62;0;11.6;0;0;15.7;50.7;9.5;474.9;201.2;-993.0;25.0;36445.6;34.5;9.5;67170.22
Переславль-Залесский;2018;0.0;1;0;41.57;0;0.0;0;0;0.0;0.0;0.0;521.2;165.2;;25.8;0.0;0.0;10.1;53484.89
Пермь;2018;1051583.0;1;38573;38.97;10804;11.5;0;0;11.8;299.2;67.5;512.3;229.1;2684.0;24.4;44852.2;275.8;14.9;49843.38
Петровск-Забайкальский;2018;17000.0;4;0;36.09;0;0.0;0;0;0.0;0.0;0.0;451.5;172.5;;22.5;0.0;0.0;20.8;
Петрозаводск;2018;0.0;1;39729;40.67;13659;10.6;0;0;11.5;92.5;16.5;496.8;279.8;1237.0;29.9;46196.7;66.4;14.2;51245.06
Петропавловск-Камчатский;2018;0.0;1;72634;38.04;20177;11.0;0;0;10.6;52.8;10.4;439.8;364.6;;26.7;84458.2;54.7;15.1;
Подольск;2018;0.0;1;49016;40.07;0;12.1;0;0;12.5;0.0;18.3;572.4;206.3;1532.0;33.0;56995.4;75.0;7.9;83204.35
