city;year;people;air_general_level;net_salary;Avg_Age;ILM;birth;crimes;criminals;death;pens;preschool_child;length_of_roads;energy_consumption;Migration_Net;Housing_Stock;wage;workers;poverty level;housing price
Астрахань;2019;534241.0;3;34335;38.91;10745;11.0;0;0;11.0;135.8;27.7;507.0;245.8;-4403.0;27.0;39924.8;115.9;15.1;40894.34
Ачинск;2019;104278.0;3;36374;38.51;0;9.9;0;0;13.5;43.1;6.5;312.8;179.4;809.0;24.8;42295.4;27.4;17.3;49226.7
Байкальск;2019;12500.0;2;0;37.71;0;0.0;0;0;0.0;0.0;0.0;167.7;164.7;;21.1;0.0;0.0;17.9;56780.88
Балаково;2019;188565.0;1;26226;41.57;0;7.3;0;0;12.7;61.1;9.5;486.5;198.8;39.0;28.4;30495.7;34.4;15.8;36962.62
Барнаул;2019;632723.0;3;32555;40.48;10442;9.8;0;0;11.4;200.7;35.1;463.0;197.8;637.0;24.1;37855.1;157.2;16.9;40897.13
Батайск;2019;0.0;2;29856;;0;13.0;0;0;10.9;33.1;7.5;276.0;211.1;1.0;;34716.1;19.2;13.3;43944.07
Безенчук;2019;21500.0;1;0;41.08;0;0.0;0;0;0.0;0.0;0.0;277.1;185.0;;26.6;0.0;0.0;12.9;42725.78
Белгород;2019;392570.0;1;34428;41.49;9366;8.7;0;0;10.5;116.2;19.6;168.5;191.2;2444.0;29.6;0.0;0.0;7.8;48090.69
Белоярский;2019;0.0;1;0;35.22;0;0.0;0;0;0.0;0.0;0.0;322.2;198.5;;21.1;0.0;0.0;8.9;65482.59
Бердск;2019;0.0;2;32476;39.56;0;10.4;0;0;13.1;32.8;6.7;160.5;213.9;385.0;25.9;36623.0;15.5;13.9;53515
Березники;2019;145197.0;1;42550;39.15;0;9.2;0;0;15.1;52.3;10.2;372.1;211.3;-1288.0;25.0;49476.4;52.0;13.8;53779.04
Березово;2019;6900.0;1;0;35.22;0;0.0;0;0;0.0;0.0;0.0;525.1;165.3;;21.1;0.0;0.0;8.9;65482.59
Бийск;2019;199535.0;3;25975;40.48;0;8.9;0;0;15.0;78.9;9.2;460.4;199.9;114.0;24.1;30203.9;41.0;16.9;40897.13
Биробиджан;2019;73129.0;2;39007;38.15;14622;11.9;0;0;13.7;22.0;5.1;443.2;269.5;-1155.0;24.3;45357.2;20.0;23.4;
Бирюсинск;2019;8100.0;1;0;37.71;0;0.0;0;0;0.0;0.0;0.0;281.7;193.7;;26.2;0.0;0.0;17.9;56780.88
Благовещенск;2019;226385.0;2;43581;38.26;12387;10.6;0;0;10.7;58.7;13.7;439.5;210.5;563.0;26.6;50675.5;61.2;15.7;57468.52
Благовещенск;2019;226385.0;2;43581;38.26;12387;10.6;0;0;10.7;58.7;13.7;439.5;210.5;563.0;24.1;0.0;0.0;15.7;57468.52
Благовещенск;2019;226385.0;2;43581;38.96;0;10.6;0;0;10.7;58.7;13.7;439.5;169.9;563.0;26.6;0.0;0.0;15.7;57468.52
Благовещенск;2019;226385.0;2;43581;38.96;0;10.6;0;0;10.7;58.7;13.7;439.5;169.9;563.0;24.1;0.0;0.0;15.7;57468.52
Боровичи;2019;51600.0;1;0;41.97;0;0.0;0;0;0.0;0.0;0.0;252.0;192.3;;28.6;0.0;0.0;13.8;
Братск;2019;226269.0;4;45544;37.71;0;9.2;0;0;13.5;100.0;15389.0;584.6;166.3;-224.0;26.2;52958.6;51.2;17.9;56780.88
Брянск;2019;404139.0;1;31345;41.7;11224;9.9;0;0;13.4;137.5;26.2;517.9;189.1;-760.0;29.4;36447.5;117.1;13.8;32359
Бузан;2019;1480.0;-9;0;38.91;0;0.0;0;0;0.0;0.0;0.0;274.3;173.3;;21.6;0.0;0.0;15.1;40894.34
Великие Луки;2019;0.0;-9;0;42.24;0;0.0;0;0;0.0;0.0;0.0;546.2;188.3;;29.4;0.0;0.0;15.9;39051.91
Великий Новгород;2019;222568.0;1;36139;41.97;11834;9.5;0;0;13.2;71.5;15.6;257.8;220.9;1478.0;28.6;42022.4;66.2;13.8;
Вихоревка;2019;20800.0;-9;0;37.71;0;0.0;0;0;0.0;0.0;0.0;504.6;160.1;;26.2;0.0;0.0;17.9;56780.88
Владивосток;2019;605049.0;3;54325;39.84;13578;9.0;0;0;11.2;158.2;27.5;442.9;284.1;2785.0;23.4;63168.5;171.4;13.5;59346.12
Владикавказ;2019;305918.0;2;27694;38.31;9958;11.8;0;0;10.1;91.5;35.4;242.3;204.1;-1830.0;33.3;32202.2;67.4;13.8;32625.64
Владимир;2019;357024.0;1;33912;42.22;11103;8.7;0;0;12.3;107.6;21.3;562.5;212.3;336.0;27.5;39432.8;101.5;12.7;
Волгоград;2019;1013468.0;1;33404;41.3;10536;8.6;0;0;12.5;298.2;49.6;491.7;222.0;-530.0;25.1;38841.6;238.2;13.1;44613.6
Волгодонск;2019;170563.0;1;34214;41.12;0;7.9;0;0;10.7;51.6;9.5;523.7;186.3;-60.0;26.1;39783.8;35.6;13.3;43944.07
Волгореченск;2019;0.0;1;0;41.28;0;0.0;0;0;0.0;0.0;0.0;199.1;184.8;;28.6;0.0;0.0;11.9;36367.02
Волжский;2019;324800.0;1;31509;41.3;0;7.6;0;0;11.7;92.6;15.9;219.6;162.0;1619.0;25.1;36638.7;59.3;13.1;44613.6
Вологда;2019;313944.0;1;37061;40.23;11941;11.4;0;0;11.2;92.5;25130.0;489.8;251.2;-1607.0;27.9;43094.3;83.6;12.9;40724.51
Волосово;2019;12300.0;-9;0;41.76;0;0.0;0;0;0.0;0.0;0.0;585.7;186.1;;25.6;0.0;0.0;9.1;60899.33
Волхов;2019;43800.0;-9;0;41.76;0;0.0;0;0;0.0;0.0;0.0;217.2;184.5;;25.6;0.0;0.0;9.1;60899.33
Воркута;2019;0.0;1;0;38.77;0;0.0;0;0;0.0;0.0;0.0;246.2;188.6;;29.3;0.0;0.0;14.5;
Воронеж;2019;1054111.0;2;36093;42.18;9952;9.8;0;0;12.0;312.7;56324.0;454.9;229.8;6475.0;29.1;41968.6;264.9;8.9;43603.44
Воскресенск;2019;0.0;1;0;40.08;0;0.0;0;0;0.0;0.0;0.0;220.9;169.4;;35.0;0.0;0.0;7.9;82905.31
Выборг;2019;0.0;1;0;41.76;0;0.0;0;0;0.0;0.0;0.0;457.7;167.1;;25.6;0.0;0.0;9.1;60899.33
Губаха;2019;21400.0;1;0;39.15;0;0.0;0;0;0.0;0.0;0.0;288.0;210.3;;25.0;0.0;0.0;13.8;53779.04
Губкин;2019;0.0;1;0;41.49;0;0.0;0;0;0.0;0.0;0.0;423.9;210.2;;29.6;0.0;0.0;7.8;48090.69
Гуково;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;152.6;202.6;;;0.0;0.0;13.3;43944.07
Гусиноозерск;2019;22500.0;3;0;35.85;0;0.0;0;0;0.0;0.0;0.0;276.8;165.5;;21.7;0.0;0.0;20.1;
Дальнегорск;2019;34300.0;1;0;39.84;0;0.0;0;0;0.0;0.0;0.0;392.3;202.1;;23.4;0.0;0.0;13.5;59346.12
Дзержинск;2019;0.0;1;33457;41.45;0;7.9;0;0;14.6;83.1;13.2;334.4;159.2;1022.0;26.0;38904.0;48.8;9.5;55977.1
Дзержинск (Восточная Промзона);2019;0.0;1;33457;41.45;0;0.0;0;0;0.0;0.0;0.0;196.3;200.2;;26.0;0.0;0.0;9.5;55977.1
Дзержинский;2019;0.0;1;0;40.08;0;0.0;0;0;0.0;0.0;0.0;289.1;168.6;;35.0;0.0;0.0;7.9;82905.31
Димитровград;2019;0.0;1;30072;42.05;0;9.6;0;0;14.9;51.5;7.1;369.0;207.5;-154.0;27.6;34967.1;28.5;15.5;39737.28
Досанг;2019;790.0;-9;0;38.91;0;0.0;0;0;0.0;0.0;0.0;287.4;167.4;;21.6;0.0;0.0;15.1;40894.34
Екатеринбург;2019;1483119.0;1;46953;39.75;11678;11.6;0;0;10.7;401.3;88.8;536.1;234.3;9276.0;25.5;54596.2;458.2;8.9;60408.39
Елизово;2019;38300.0;1;0;38.24;0;0.0;0;0;0.0;0.0;0.0;557.3;177.9;;27.1;0.0;0.0;14.2;
Жигулевск;2019;52500.0;1;0;41.08;0;0.0;0;0;0.0;0.0;0.0;577.0;159.6;;26.6;0.0;0.0;12.9;42725.78
Заполярный;2019;14500.0;1;0;38.8;0;0.0;0;0;0.0;0.0;0.0;395.0;173.4;;27.4;0.0;0.0;9.9;
Зея;2019;23500.0;1;0;38.26;0;0.0;0;0;0.0;0.0;0.0;314.5;169.3;;26.6;0.0;0.0;15.7;57468.52
Зима;2019;30800.0;4;0;37.71;0;0.0;0;0;0.0;0.0;0.0;228.5;158.8;;26.2;0.0;0.0;17.9;56780.88
Златоуст;2019;0.0;2;27395;39.77;0;7.5;0;0;13.8;62.3;9.4;341.0;200.4;-416.0;26.4;31854.5;28.2;12.8;36770.53
Иваново;2019;406933.0;2;30120;42.1;11188;8.2;0;0;13.9;121.5;23.4;481.9;223.5;1875.0;27.5;35023.2;81.1;13.6;
Ижевск;2019;648944.0;1;35488;39.13;10228;10.0;0;0;10.7;189.3;47.4;419.4;180.7;-323.0;22.8;41264.6;177.5;12.2;47133.91
Инза;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;300.7;209.2;;;0.0;0.0;15.5;39737.28
Иркутск;2019;623479.0;4;47915;37.71;11940;12.0;0;0;10.8;173.6;42342.0;461.1;206.9;-696.0;26.2;55714.6;185.3;17.9;56780.88
Искитим;2019;56800.0;3;0;39.56;0;0.0;0;0;0.0;0.0;0.0;364.9;203.3;;25.9;0.0;0.0;13.9;53515
Казань;2019;1251969.0;2;40560;39.42;9769;12.6;0;0;9.7;347.3;79.3;539.9;189.5;1822.0;25.0;47162.5;338.7;7.1;55907.78
Калининград;2019;482443.0;1;39202;40.12;12110;9.7;0;0;11.8;138.5;28.7;458.4;251.3;7939.0;29.1;45584.0;118.4;13.5;49380.57
Калуга;2019;341892.0;2;40484;41.69;11514;10.6;0;0;14.4;116.2;20.2;403.7;225.2;-3391.0;26.0;47073.9;116.9;10.7;44585.5
Каменск-Уральский;2019;0.0;3;34696;39.75;0;9.5;0;0;14.8;0.0;10.5;545.3;194.0;-383.0;25.5;40344.7;51.9;8.9;60408.39
Кандалакша;2019;32000.0;1;0;38.8;0;0.0;0;0;0.0;0.0;0.0;296.3;173.1;;27.4;0.0;0.0;9.9;
Канск;2019;0.0;2;0;38.51;0;0.0;0;0;0.0;0.0;0.0;404.5;196.0;;24.8;0.0;0.0;17.3;49226.7
Кемерово;2019;558662.0;3;42312;39.71;10342;9.0;0;0;12.2;155.8;31.3;462.9;182.5;-463.0;24.9;49200.2;134.1;13.6;40686.74
Керчь;2019;151000.0;1;29113;41.2;0;6.8;0;0;14.4;44.7;4.9;317.2;201.1;1671.0;17.5;33852.3;23.3;17.4;61804.42
Кингисепп;2019;46100.0;1;0;41.76;0;0.0;0;0;0.0;0.0;0.0;591.7;169.8;;25.6;0.0;0.0;9.1;60899.33
Кириши;2019;52400.0;1;0;41.76;0;0.0;0;0;0.0;0.0;0.0;567.8;164.2;;25.6;0.0;0.0;9.1;60899.33
Киров;2019;512954.0;1;32538;41.69;10590;9.8;0;0;11.4;157.0;32.4;486.3;188.0;6202.0;27.0;37835.4;134.6;13.8;39227.85
Кирово-Чепецк;2019;75500.0;1;0;41.69;0;0.0;0;0;0.0;0.0;0.0;595.2;177.6;;27.0;0.0;0.0;13.8;39227.85
Кировск;2019;25500.0;-9;0;38.8;0;0.0;0;0;0.0;0.0;0.0;222.7;177.8;;27.4;0.0;0.0;9.9;
Кисловодск;2019;0.0;1;28486;39.42;0;9.8;0;0;10.3;32.6;4.0;232.3;169.0;-254.0;25.3;33123.7;16.8;14.5;32375.1
Клин;2019;79100.0;1;0;40.08;0;0.0;0;0;0.0;0.0;0.0;468.3;175.2;;35.0;0.0;0.0;7.9;82905.31
Кола;2019;9500.0;-9;0;38.8;0;0.0;0;0;0.0;0.0;0.0;421.4;204.7;;27.4;0.0;0.0;9.9;
Коломна;2019;0.0;1;44176;40.08;0;11.3;0;0;15.0;60.2;7.4;576.6;191.5;-464.0;35.0;0.0;0.0;7.9;82905.31
Комсомольск-На-Амуре;2019;0.0;3;44367;38.57;0;0.0;0;0;0.0;0.0;0.0;332.8;170.6;-627.0;24.1;51590.0;62.3;12.2;63246.16
Комсомольский;2019;2450.0;-9;0;38.91;0;0.0;0;0;0.0;0.0;0.0;253.2;193.4;;21.6;0.0;0.0;15.1;40894.34
Кондопога;2019;29800.0;-9;0;40.87;0;0.0;0;0;0.0;0.0;0.0;282.7;198.3;;30.6;0.0;0.0;14.1;50077.75
Корсаков;2019;32700.0;2;0;38.78;0;0.0;0;0;0.0;0.0;0.0;357.1;168.4;;26.6;0.0;0.0;8.0;65952.07
Коряжма;2019;35800.0;1;0;40.65;0;0.0;0;0;0.0;0.0;0.0;403.0;206.8;;27.2;0.0;0.0;12.7;
Кострома;2019;0.0;1;33946;41.28;11105;10.4;0;0;13.1;82.1;18.3;599.3;229.0;1607.0;28.6;0.0;0.0;11.9;36367.02
Краснодар;2019;918145.0;2;42444;40.25;11565;15.0;0;0;11.0;281.3;67.6;437.4;213.1;10640.0;28.2;49353.6;292.3;10.6;45332.38
Краснокаменск;2019;51700.0;1;0;36.29;0;0.0;0;0;0.0;0.0;0.0;305.8;188.7;;22.6;0.0;0.0;20.8;40485.61
Красноперекопск;2019;25500.0;2;0;41.2;0;0.0;0;0;0.0;0.0;0.0;585.1;202.8;;17.5;0.0;0.0;17.4;61804.42
Краснотурьинск;2019;58500.0;2;0;39.75;0;0.0;0;0;0.0;0.0;0.0;207.0;179.4;;25.5;0.0;0.0;8.9;60408.39
Красноярск;2019;1095286.0;3;46986;38.51;12962;11.0;0;0;10.2;290.5;55.0;527.3;267.5;-2417.0;24.8;54634.5;278.5;17.3;49226.7
Красный Гуляй;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;154.2;165.9;;;0.0;0.0;15.5;39737.28
Кстово;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;395.8;209.1;;;0.0;0.0;9.5;55977.1
Кувандык;2019;23800.0;2;0;39.51;0;0.0;0;0;0.0;0.0;0.0;424.7;188.2;;28.1;0.0;0.0;13.9;37214.93
Култук;2019;3750.0;-9;0;37.71;0;0.0;0;0;0.0;0.0;0.0;259.1;211.5;;21.1;0.0;0.0;17.9;56780.88
Курган;2019;0.0;3;31254;41.29;10559;10.1;0;0;14.0;109.3;20.0;202.2;217.4;-1716.0;26.1;36342.1;92.7;19.0;
Курск;2019;452976.0;1;30243;41.96;10360;9.2;0;0;12.0;158.8;22.3;494.9;185.9;4712.0;28.4;35166.2;114.0;9.9;
Кызыл;2019;0.0;4;41765;29.75;10769;20.3;0;0;6.9;26.6;8.5;364.3;206.8;-56.0;15.3;48564.0;32.0;34.1;
Лесосибирск;2019;59100.0;4;0;38.51;0;0.0;0;0;0.0;0.0;0.0;544.2;163.0;;24.8;0.0;0.0;17.3;49226.7
Липецк;2019;509420.0;1;37549;41.94;10090;9.3;0;0;12.4;168.3;29.2;441.0;207.5;763.0;29.7;43661.2;134.6;8.7;
Листвянка;2019;2080.0;1;0;37.71;0;0.0;0;0;0.0;0.0;0.0;486.8;173.5;;26.2;0.0;0.0;17.9;56780.88
Луга;2019;35300.0;1;0;41.76;0;0.0;0;0;0.0;0.0;0.0;343.6;213.1;;25.6;0.0;0.0;9.1;60899.33
Магадан;2019;0.0;1;83934;38.79;20571;9.3;0;0;10.1;28.1;6.1;269.5;404.6;344.0;28.7;97597.8;29.7;9.2;
Магнитогорск;2019;417628.0;3;40214;39.77;0;9.9;0;0;13.0;135.0;29.9;195.3;198.5;1261.0;26.4;46760.8;114.5;12.8;36770.53
Махачкала;2019;601286.0;3;29694;32.97;9957;9.7;0;0;3.6;123.2;22.0;510.6;172.4;-1178.0;18.3;34527.6;106.4;14.6;26739.65
Мегет;2019;8750.0;-9;0;37.71;0;0.0;0;0;0.0;0.0;0.0;462.8;163.3;;21.1;0.0;0.0;17.9;56780.88
Медногорск;2019;24500.0;1;0;39.51;0;0.0;0;0;0.0;0.0;0.0;275.4;177.5;;28.1;0.0;0.0;13.9;37214.93
Миллерово;2019;0.0;2;0;;0;0.0;0;0;0.0;0.0;0.0;282.9;180.4;;;0.0;0.0;13.3;43944.07
Минеральные Воды;2019;74700.0;-9;0;39.42;0;0.0;0;0;0.0;0.0;0.0;596.9;173.8;;25.3;0.0;0.0;14.5;32375.1
Минусинск;2019;70300.0;4;0;38.51;0;0.0;0;0;0.0;0.0;0.0;535.4;189.6;;24.8;0.0;0.0;17.3;49226.7
Мирный;2019;34700.0;1;0;40.65;0;0.0;0;0;0.0;0.0;0.0;426.1;208.0;;27.2;0.0;0.0;12.7;
Мончегорск;2019;41400.0;1;0;38.8;0;0.0;0;0;0.0;0.0;0.0;348.2;173.0;;27.4;0.0;0.0;9.9;
Москва;2019;12615882.0;2;97000;42.3;19351;0.0;0;0;0.0;0.0;0.0;512.5;453.5;47584.0;19.0;0.0;0.0;6.5;130943.91
Мурманск;2019;295374.0;1;63913;38.8;17134;8.9;0;0;11.8;101.7;17.4;566.1;294.6;-3770.0;27.4;74317.1;87.6;9.9;
Мытищи;2019;0.0;1;56101;40.08;0;9.7;0;0;10.5;61.0;14.4;582.1;196.0;12964.0;35.0;65233.5;68.2;7.9;82905.31
Набережные Челны;2019;533907.0;1;34395;39.42;0;11.3;0;0;8.2;151.7;34.8;455.6;228.0;-1688.0;25.0;39994.3;130.2;7.1;55907.78
Надвоицы;2019;7300.0;1;0;40.87;0;0.0;0;0;0.0;0.0;0.0;369.6;207.6;;30.6;0.0;0.0;14.1;50077.75
Назарово;2019;49200.0;2;0;38.51;0;0.0;0;0;0.0;0.0;0.0;388.8;194.8;;24.8;0.0;0.0;17.3;49226.7
Нариманов;2019;11000.0;1;0;38.91;0;0.0;0;0;0.0;0.0;0.0;285.8;173.8;;27.0;0.0;0.0;15.1;40894.34
Находка;2019;0.0;1;47842;39.84;0;10.0;0;0;14.4;45.3;8.4;186.1;190.0;-1663.0;23.4;55629.7;33.9;13.5;59346.12
Невинномысск;2019;0.0;1;33662;39.42;0;8.6;0;0;12.9;36.6;6.6;341.5;189.0;369.0;25.3;39142.3;23.3;14.5;32375.1
Нерюнгри;2019;56900.0;1;0;34.63;0;0.0;0;0;0.0;0.0;0.0;373.0;184.4;;22.8;0.0;0.0;17.8;71292.28
Нефтеюганск;2019;128000.0;1;68958;35.22;0;11.1;0;0;5.7;42.6;7.3;150.1;158.7;-1144.0;21.1;80183.8;41.0;8.9;65482.59
Нижневартовск;2019;277668.0;1;63117;35.22;0;11.9;0;0;6.2;85.7;19.4;218.1;203.0;-399.0;21.1;73391.7;79.6;8.9;65482.59
Нижнекамск;2019;0.0;1;39804;39.42;0;10.8;0;0;8.2;80.3;16.6;460.1;188.9;504.0;25.0;46283.4;75.5;7.1;55907.78
Нижний Новгород;2019;1253511.0;1;42783;41.45;10747;9.7;0;0;13.5;396.6;75.3;494.4;239.9;3464.0;26.0;49747.2;387.6;9.5;55977.1
Нижний Тагил;2019;348732.0;2;34231;39.75;0;9.6;0;0;14.3;0.0;21.7;515.8;185.3;-1499.0;25.5;39803.5;111.1;8.9;60408.39
Никель;2019;11000.0;2;0;38.8;0;0.0;0;0;0.0;0.0;0.0;594.6;171.5;;27.4;0.0;0.0;9.9;
Николаевск-На-Амуре;2019;19700.0;1;0;38.57;0;0.0;0;0;0.0;0.0;0.0;540.1;163.3;;24.1;0.0;0.0;12.2;63246.16
Новоалександровск;2019;12300.0;3;0;39.42;0;0.0;0;0;0.0;0.0;0.0;567.5;213.5;;25.3;0.0;0.0;14.5;32375.1
Новодвинск;2019;38300.0;2;0;40.65;0;0.0;0;0;0.0;0.0;0.0;512.3;183.3;;27.2;0.0;0.0;12.7;
Новокузнецк;2019;552105.0;4;39485;39.71;0;8.8;0;0;13.2;168.0;31.4;505.5;181.5;-282.0;24.9;45912.8;127.6;13.6;40686.74
Новокуйбышевск;2019;105000.0;1;36472;41.08;0;8.0;0;0;14.9;35.4;6.0;353.3;159.9;200.0;26.6;42409.6;31.3;12.9;42725.78
Новомосковск;2019;127000.0;1;34625;43.31;0;7.8;0;0;15.6;63.2;6.3;475.2;174.1;19.0;27.2;40261.6;30.0;10.6;
Новороссийск;2019;0.0;1;41478;40.25;0;9.4;0;0;10.1;81.3;16.2;191.4;169.9;9.0;28.2;48229.9;74.6;10.6;45332.38
Новосибирск;2019;1618039.0;2;42983;39.56;11908;10.9;0;0;11.4;449.2;91.3;494.4;236.3;8388.0;25.9;49980.0;396.0;13.9;53515
Новоспасское;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;449.7;203.8;;;0.0;0.0;15.5;39737.28
Новотроицк;2019;92800.0;2;0;39.51;0;0.0;0;0;0.0;0.0;0.0;213.2;179.8;;28.1;0.0;0.0;13.9;37214.93
Новоульяновск;2019;13400.0;2;0;42.05;0;0.0;0;0;0.0;0.0;0.0;421.0;158.3;;27.6;0.0;0.0;15.5;39737.28
Новочебоксарск;2019;0.0;1;27008;39.56;0;9.4;0;0;10.0;38.3;9.7;227.5;195.5;506.0;25.2;31404.8;20.4;17.4;40280.96
Новочеркасск;2019;0.0;3;31245;41.12;0;9.1;0;0;14.1;50.6;7.7;533.8;180.3;1530.0;26.1;36331.8;37.0;13.3;43944.07
Новошахтинск;2019;0.0;1;21860;;0;7.1;0;0;13.4;30.7;3.8;552.9;181.3;-334.0;;25418.3;11.6;13.3;43944.07
Норильск;2019;0.0;4;85684;38.51;0;11.6;0;0;4.6;51.9;12.8;447.6;186.5;-427.0;24.8;99632.9;77.9;17.3;49226.7
Оленегорск;2019;21500.0;1;0;38.8;0;0.0;0;0;0.0;0.0;0.0;285.9;207.4;;27.4;0.0;0.0;9.9;
Омск;2019;1164815.0;1;36714;39.51;10257;9.5;0;0;11.7;343.3;65.4;429.6;199.8;-7732.0;25.3;42690.6;286.1;13.7;41195.94
Орел;2019;0.0;1;30125;42.2;10844;0.0;0;0;0.0;0.0;0.0;316.5;213.0;-883.0;29.6;35028.7;84.1;13.6;
Оренбург;2019;565341.0;1;37049;39.51;9790;10.4;0;0;10.9;163.5;37.8;485.7;204.9;7092.0;28.1;43080.1;156.2;13.9;37214.93
Орск;2019;0.0;2;28032;39.51;0;8.5;0;0;14.5;73.3;14.7;199.1;177.5;-53.0;28.1;32595.0;42.5;13.9;37214.93
Отрадный;2019;46500.0;1;0;41.08;0;0.0;0;0;0.0;0.0;0.0;599.2;177.5;;26.6;0.0;0.0;12.9;42725.78
Оха;2019;20800.0;-9;0;38.78;0;0.0;0;0;0.0;0.0;0.0;265.0;179.5;;26.6;0.0;0.0;8.0;65952.07
Певек;2019;4100.0;-9;0;35.14;0;0.0;0;0;0.0;0.0;0.0;223.9;200.0;;26.3;0.0;0.0;8.2;
Пенза;2019;522317.0;1;31743;42.62;10219;8.4;0;0;12.1;161.5;29.4;436.4;183.7;-89.0;29.7;36910.8;128.1;13.6;39283.27
Первоуральск;2019;0.0;1;33944;39.75;0;10.2;0;0;15.8;50.4;9.4;515.2;185.9;-787.0;25.5;39470.3;33.8;8.9;60408.39
Переславль-Залесский;2019;0.0;1;0;41.71;0;0.0;0;0;0.0;0.0;0.0;494.4;213.5;;26.4;0.0;0.0;10.2;46222.03
Пермь;2019;1053934.0;1;41462;39.15;10912;10.2;0;0;11.5;297.4;69.5;482.8;229.1;2806.0;25.0;48211.9;275.7;13.8;53779.04
Петровск-Забайкальский;2019;16800.0;3;0;36.29;0;0.0;0;0;0.0;0.0;0.0;419.0;165.2;;22.6;0.0;0.0;20.8;40485.61
Петрозаводск;2019;0.0;1;43121;40.87;14658;9.6;0;0;11.3;92.6;16.9;574.0;260.9;1328.0;30.6;50140.7;66.5;14.1;50077.75
Петропавловск-Камчатский;2019;0.0;1;79611;38.24;21426;10.6;0;0;10.0;52.0;10.5;248.7;383.7;;27.1;92571.5;55.0;14.2;
Подольск;2019;0.0;1;52131;40.08;0;10.5;0;0;12.2;0.0;19.0;456.7;207.6;4418.0;35.0;60617.8;77.5;7.9;82905.31
Поронайск;2019;15000.0;1;0;38.78;0;0.0;0;0;0.0;0.0;0.0;524.7;188.6;;26.6;0.0;0.0;8.0;65952.07
Похвистнево;2019;27600.0;1;0;41.08;0;0.0;0;0;0.0;0.0;0.0;584.0;191.7;;26.6;0.0;0.0;12.9;42725.78
Приволжск;2019;15300.0;1;0;42.1;0;0.0;0;0;0.0;0.0;0.0;166.8;191.2;;27.5;0.0;0.0;13.6;
Приокско-Террасный Биосферный Заповедник;2019;0.0;-9;0;40.08;0;0.0;0;0;0.0;0.0;0.0;323.6;197.6;;14.7;0.0;0.0;7.9;82905.31
Прокопьевск;2019;0.0;2;31343;39.71;0;8.3;0;0;16.3;67.0;8.6;562.7;206.1;28.0;24.9;36445.6;28.8;13.6;40686.74
Псков;2019;0.0;1;31303;42.24;12023;9.9;0;0;12.7;61.3;12.0;276.0;205.1;824.0;29.4;36398.4;53.6;15.9;39051.91
Пятигорск;2019;0.0;1;30985;39.42;0;9.4;0;0;9.7;52.3;9.4;508.5;211.1;1476.0;25.3;36029.5;37.1;14.5;32375.1
Радужный;2019;42900.0;2;0;35.22;0;0.0;0;0;0.0;0.0;0.0;410.6;213.8;;21.1;0.0;0.0;8.9;65482.59
Ростов-На-Дону;2019;1133307.0;3;40791;41.12;10949;0.0;0;0;0.0;0.0;0.0;480.5;253.5;6140.0;26.1;47431.4;278.5;13.3;43944.07
Рыбинск;2019;0.0;1;31803;41.71;0;8.1;0;0;16.1;76.4;10.6;157.3;202.0;-449.0;26.4;36980.6;53.9;10.2;46222.03
Рязань;2019;539789.0;2;35896;42.79;10883;8.9;0;0;12.6;169.4;27.4;406.0;230.9;1489.0;29.7;41740.0;152.1;12.7;39003.11
Салават;2019;0.0;2;37665;38.96;0;8.1;0;0;11.9;44.8;8.6;477.4;205.3;-502.0;24.1;43796.7;38.1;12.3;51634.77
Салехард;2019;0.0;1;91281;33.92;17148;14.1;0;0;5.6;12.0;4.5;220.8;351.6;480.0;22.2;106140.8;23.7;5.2;
Сальск;2019;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;571.1;188.0;;;0.0;0.0;13.3;43944.07
Самара;2019;1156608.0;2;39531;41.08;11450;10.4;0;0;13.5;363.3;53.4;434.8;270.1;3666.0;26.6;45966.1;340.9;12.9;42725.78
Санкт-Петербург;2019;5383890.0;1;91483;41.43;12472;0.0;0;0;0.0;0.0;0.0;574.2;318.7;14482.0;25.3;0.0;0.0;6.6;102869.48
Саранск;2019;0.0;1;29154;42.17;9557;8.5;0;0;10.4;105.1;19.1;379.3;169.8;2574.0;26.8;33899.6;88.6;18.2;39420.11
Саратов;2019;841902.0;2;33609;41.57;9948;9.0;0;0;13.1;259.9;40.1;522.5;232.3;-418.0;28.4;39080.7;222.8;15.8;36962.62
Саяногорск;2019;0.0;1;0;38.08;0;0.0;0;0;0.0;0.0;0.0;316.5;191.2;;27.2;0.0;0.0;19.0;
Саянск;2019;0.0;3;0;37.71;0;0.0;0;0;0.0;0.0;0.0;433.2;179.1;;26.2;0.0;0.0;17.9;56780.88
Светлый Яр;2019;12000.0;-9;0;41.3;0;0.0;0;0;0.0;0.0;0.0;271.2;196.1;;25.1;0.0;0.0;13.1;44613.6
Светогорск;2019;15000.0;-9;0;41.76;0;0.0;0;0;0.0;0.0;0.0;468.8;162.6;;25.6;0.0;0.0;9.1;60899.33
Свирск;2019;13000.0;4;0;37.71;0;0.0;0;0;0.0;0.0;0.0;418.7;187.2;;26.2;0.0;0.0;17.9;56780.88
